datetime,Demand (MW),Name,Temperature,dewpoint,humidity,cloudcover,visibility,solarradiation,severerisk,conditions
1/2/2020 21:00,546.9,Pokhara,47.9,46.1,93.45,100.0,3.7,0.0,0.0,"Rain, Overcast"
1/2/2020 22:00,530.4,Pokhara,50.0,47.9,92.59,100.0,3.7,0.0,0.0,"Rain, Overcast"
1/2/2020 23:00,509.3,Pokhara,51.2,48.8,91.67,100.0,6.2,0.0,0.0,"Rain, Overcast"
1/3/2020 0:00,482.3,Pokhara,51.2,48.8,91.67,93.4,2.5,0.0,0.0,"Rain, Overcast"
1/3/2020 1:00,466.1,Pokhara,51.2,48.8,91.67,100.0,2.5,0.0,0.0,"Rain, Overcast"
1/3/2020 2:00,459.4,Pokhara,51.2,48.8,91.67,100.0,3.7,0.0,0.0,"Rain, Overcast"
1/3/2020 3:00,452.7,Pokhara,51.2,50.0,95.72,100.0,0.6,0.0,0.0,"Rain, Overcast"
1/3/2020 4:00,456.3,Pokhara,51.2,48.8,91.67,100.0,2.5,0.0,0.0,"Rain, Overcast"
1/3/2020 5:00,462.4,Pokhara,51.2,48.8,91.67,93.4,3.7,0.0,0.0,"Rain, Overcast"
1/3/2020 6:00,475.9,Pokhara,50.0,47.9,92.59,72.6,8.1,0.0,0.0,"Rain, Partially cloudy"
1/3/2020 7:00,510.3,Pokhara,48.8,47.9,96.69,72.6,7.2,4.2,0.0,Partially cloudy
1/3/2020 8:00,523.7,Pokhara,50.0,47.9,92.59,100.0,3.1,20.0,0.0,Overcast
1/3/2020 9:00,536.6,Pokhara,50.0,47.9,92.59,93.4,9.9,23.0,0.0,Overcast
1/3/2020 10:00,539.7,Pokhara,50.0,47.0,89.51,93.4,9.9,32.0,0.0,Overcast
1/3/2020 11:00,554.0,Pokhara,50.0,47.9,92.59,93.4,1.9,87.0,0.0,"Rain, Overcast"
1/3/2020 12:00,544.9,Pokhara,50.0,47.9,92.59,100.0,3.7,84.0,0.0,"Rain, Overcast"
1/3/2020 13:00,543.6,Pokhara,51.2,47.9,88.63,93.4,5.0,37.0,0.0,"Rain, Overcast"
1/3/2020 14:00,547.4,Pokhara,50.0,47.0,89.51,100.0,1.9,36.0,0.0,"Rain, Overcast"
1/3/2020 15:00,548.9,Pokhara,50.0,47.0,89.51,100.0,5.0,26.0,0.0,"Rain, Overcast"
1/3/2020 16:00,546.3,Pokhara,48.8,46.1,90.35,93.4,5.0,3.9,0.0,"Rain, Overcast"
1/3/2020 17:00,551.9,Pokhara,47.9,45.0,89.42,100.0,3.1,0.0,0.0,"Rain, Overcast"
1/3/2020 18:00,555.6,Pokhara,47.0,44.1,89.38,100.0,6.2,0.0,0.0,Overcast
1/3/2020 19:00,554.6,Pokhara,44.1,42.2,92.98,100.0,0.6,0.0,0.0,Overcast
1/3/2020 20:00,552.6,Pokhara,42.2,39.8,91.35,100.0,1.2,0.0,0.0,Overcast
1/3/2020 21:00,542.8,Pokhara,42.2,38.9,88.2,100.0,6.8,0.0,0.0,Overcast
1/3/2020 22:00,531.8,Pokhara,41.0,38.0,89.11,100.0,3.7,0.0,0.0,Overcast
1/3/2020 23:00,510.7,Pokhara,41.0,37.1,86.01,100.0,5.0,0.0,0.0,Overcast
1/4/2020 0:00,492.3,Pokhara,39.8,36.0,85.95,100.0,8.7,0.0,0.0,Overcast
1/4/2020 1:00,476.8,Pokhara,38.9,35.1,85.89,72.6,8.1,0.0,0.0,Partially cloudy
1/4/2020 2:00,469.2,Pokhara,38.0,33.2,82.48,68.1,8.7,0.0,0.0,Partially cloudy
1/4/2020 3:00,463.0,Pokhara,37.1,32.0,81.49,100.0,8.7,0.0,0.0,Overcast
1/4/2020 4:00,459.0,Pokhara,38.0,32.0,78.66,100.0,8.7,0.0,0.0,Overcast
1/4/2020 5:00,464.9,Pokhara,38.0,33.2,82.48,100.0,8.7,0.0,0.0,Overcast
1/4/2020 6:00,458.6,Pokhara,38.0,33.2,82.48,100.0,8.7,0.0,0.0,Overcast
1/4/2020 7:00,468.6,Pokhara,38.0,33.2,82.48,93.4,8.7,38.3,0.0,Overcast
1/4/2020 8:00,481.2,Pokhara,38.0,33.2,82.48,88.9,5.0,30.0,0.0,Partially cloudy
1/4/2020 9:00,493.7,Pokhara,38.0,34.1,85.5,72.6,6.2,48.0,0.0,Partially cloudy
1/4/2020 10:00,513.8,Pokhara,38.0,33.2,82.48,100.0,6.8,80.0,0.0,Overcast
1/4/2020 11:00,523.8,Pokhara,36.0,32.0,85.32,93.4,6.2,238.0,0.0,"Rain, Overcast"
1/4/2020 12:00,529.7,Pokhara,38.9,34.1,82.54,93.4,8.7,252.0,0.0,"Rain, Overcast"
1/4/2020 13:00,519.5,Pokhara,38.9,29.9,69.86,93.4,9.9,109.0,0.0,Overcast
1/4/2020 14:00,530.3,Pokhara,38.9,28.1,64.91,93.4,9.9,22.0,0.0,Overcast
1/4/2020 15:00,530.8,Pokhara,38.0,29.9,72.37,93.4,9.9,26.0,0.0,Overcast
1/4/2020 16:00,538.6,Pokhara,37.1,32.0,81.49,72.6,9.9,12.2,0.0,Partially cloudy
1/4/2020 17:00,541.8,Pokhara,37.1,30.8,77.76,93.4,9.9,0.0,0.0,Overcast
1/4/2020 18:00,559.6,Pokhara,37.1,29.9,74.97,100.0,9.9,0.0,0.0,Overcast
1/4/2020 19:00,546.8,Pokhara,37.1,30.8,77.76,100.0,9.9,0.0,0.0,Overcast
1/4/2020 20:00,532.9,Pokhara,37.1,29.9,74.97,100.0,9.9,0.0,0.0,Overcast
1/4/2020 21:00,532.5,Pokhara,37.1,29.9,74.97,88.9,9.9,0.0,0.0,Partially cloudy
1/4/2020 22:00,521.2,Pokhara,34.1,28.1,78.64,0.0,9.9,0.0,0.0,Clear
1/4/2020 23:00,497.8,Pokhara,33.2,27.0,77.72,0.0,9.9,0.0,0.0,Clear
1/5/2020 0:00,485.6,Pokhara,29.9,26.1,85.35,0.0,8.7,0.0,0.0,Clear
1/5/2020 1:00,482.3,Pokhara,29.0,26.1,88.53,0.0,6.8,0.0,0.0,Clear
1/5/2020 2:00,475.4,Pokhara,28.1,25.1,88.13,0.0,5.0,0.0,0.0,Clear
1/5/2020 3:00,478.4,Pokhara,28.1,25.1,88.13,0.0,6.8,0.0,0.0,Clear
1/5/2020 4:00,473.7,Pokhara,28.1,25.1,88.13,0.0,6.8,0.0,0.0,Clear
1/5/2020 5:00,485.9,Pokhara,29.0,26.1,88.53,0.0,8.7,0.0,0.0,Clear
1/5/2020 6:00,496.3,Pokhara,28.1,25.1,88.13,0.0,8.1,0.0,0.0,Clear
1/5/2020 7:00,510.0,Pokhara,29.9,26.1,85.35,0.0,8.7,33.0,0.0,Clear
1/5/2020 8:00,514.6,Pokhara,32.0,28.1,85.47,0.0,8.7,181.0,0.0,Clear
1/5/2020 9:00,502.6,Pokhara,36.0,29.9,78.49,0.0,9.9,332.0,0.0,Clear
1/5/2020 10:00,499.9,Pokhara,39.8,30.8,69.97,0.0,9.9,445.0,0.0,Clear
1/5/2020 11:00,492.8,Pokhara,44.1,29.9,57.29,0.0,9.9,499.0,0.0,Clear
1/5/2020 12:00,490.2,Pokhara,47.0,30.8,53.12,0.0,9.9,492.0,0.0,Clear
1/5/2020 13:00,480.3,Pokhara,48.8,30.8,49.65,0.0,9.9,420.0,0.0,Clear
1/5/2020 14:00,466.5,Pokhara,51.2,30.8,45.51,0.0,9.9,305.0,0.0,Clear
1/5/2020 15:00,463.9,Pokhara,53.1,33.2,46.64,0.0,9.9,139.0,0.0,Clear
1/5/2020 16:00,464.8,Pokhara,52.1,33.2,48.38,0.0,9.9,16.0,0.0,Clear
1/5/2020 17:00,480.8,Pokhara,47.9,34.1,58.49,0.0,9.9,16.0,0.0,Clear
1/5/2020 18:00,515.5,Pokhara,46.1,32.0,57.59,0.0,9.9,0.0,0.0,Clear
1/5/2020 19:00,519.0,Pokhara,44.1,30.8,59.43,0.0,9.9,0.0,0.0,Clear
1/5/2020 20:00,513.5,Pokhara,42.2,30.8,63.91,0.0,9.9,0.0,0.0,Clear
1/5/2020 21:00,517.4,Pokhara,41.0,29.9,64.48,0.0,9.9,0.0,0.0,Clear
1/5/2020 22:00,500.0,Pokhara,45.0,29.0,53.37,0.0,9.9,0.0,0.0,Clear
1/5/2020 23:00,484.5,Pokhara,42.2,29.0,59.4,0.0,9.9,0.0,0.0,Clear
1/6/2020 0:00,468.8,Pokhara,39.8,28.1,62.67,0.0,9.9,0.0,0.0,Clear
1/6/2020 1:00,459.4,Pokhara,38.0,28.1,67.24,0.0,9.9,0.0,0.0,Clear
1/6/2020 2:00,459.3,Pokhara,38.9,26.1,59.63,0.0,9.9,0.0,0.0,Clear
1/6/2020 3:00,470.5,Pokhara,37.1,25.1,61.39,0.0,9.9,0.0,0.0,Clear
1/6/2020 4:00,481.5,Pokhara,33.2,24.2,69.2,0.0,9.9,0.0,0.0,Clear
1/6/2020 5:00,501.4,Pokhara,30.8,24.2,76.04,0.0,9.9,0.0,0.0,Clear
1/6/2020 6:00,541.1,Pokhara,29.0,23.0,77.87,0.0,9.9,0.0,0.0,Clear
1/6/2020 7:00,583.8,Pokhara,28.1,23.0,80.79,0.0,9.9,43.0,0.0,Clear
1/6/2020 8:00,603.8,Pokhara,30.8,26.1,82.28,0.0,9.9,138.0,0.0,Clear
1/6/2020 9:00,596.8,Pokhara,36.0,27.0,69.52,0.0,9.9,342.0,0.0,Clear
1/6/2020 10:00,581.0,Pokhara,38.9,27.0,61.88,0.0,9.9,459.0,0.0,Clear
1/6/2020 11:00,571.1,Pokhara,39.8,27.0,59.75,0.0,9.9,513.0,0.0,Clear
1/6/2020 12:00,553.6,Pokhara,43.1,27.0,52.73,0.0,9.9,510.0,0.0,Clear
1/6/2020 13:00,545.6,Pokhara,46.1,25.1,43.38,0.0,9.9,439.0,0.0,Clear
1/6/2020 14:00,538.6,Pokhara,47.9,21.8,35.39,0.0,9.9,319.0,0.0,Clear
1/6/2020 15:00,529.7,Pokhara,47.9,21.8,35.39,0.0,9.9,146.0,0.0,Clear
1/6/2020 16:00,530.5,Pokhara,47.0,21.8,36.61,0.0,9.9,146.0,0.0,Clear
1/6/2020 17:00,542.3,Pokhara,44.1,23.0,43.01,0.0,9.9,0.0,0.0,Clear
1/6/2020 18:00,580.5,Pokhara,36.0,25.1,64.27,0.0,9.9,0.0,0.0,Clear
1/6/2020 19:00,580.9,Pokhara,35.1,24.2,64.15,0.0,9.9,0.0,0.0,Clear
1/6/2020 20:00,592.2,Pokhara,34.1,27.0,74.97,0.0,9.9,0.0,0.0,Clear
1/6/2020 21:00,577.3,Pokhara,38.9,24.2,55.1,100.0,9.9,0.0,0.0,Overcast
1/6/2020 22:00,558.2,Pokhara,38.0,25.1,59.25,100.0,9.9,0.0,0.0,Overcast
1/6/2020 23:00,528.2,Pokhara,37.1,25.1,61.39,88.9,9.9,0.0,0.0,Partially cloudy
1/7/2020 0:00,504.2,Pokhara,36.0,25.1,64.27,88.9,9.9,0.0,0.0,Partially cloudy
1/7/2020 1:00,499.4,Pokhara,33.2,24.2,69.2,0.0,9.9,0.0,0.0,Clear
1/7/2020 2:00,499.1,Pokhara,30.8,23.0,72.38,27.3,9.9,0.0,0.0,Partially cloudy
1/7/2020 3:00,502.0,Pokhara,29.9,24.2,78.87,88.9,9.9,0.0,0.0,Partially cloudy
1/7/2020 4:00,501.0,Pokhara,30.8,25.1,78.94,0.0,9.9,0.0,0.0,Clear
1/7/2020 5:00,517.7,Pokhara,29.0,23.0,77.87,0.0,9.9,0.0,0.0,Clear
1/7/2020 6:00,546.6,Pokhara,26.1,21.8,83.76,0.0,9.9,0.0,0.0,Clear
1/7/2020 7:00,601.0,Pokhara,27.0,21.8,80.7,0.0,9.9,55.6,0.0,Clear
1/7/2020 8:00,606.6,Pokhara,29.0,24.2,81.81,0.0,9.9,214.2,0.0,Clear
1/7/2020 9:00,594.9,Pokhara,35.1,25.1,66.6,0.0,9.9,368.9,0.0,Clear
1/7/2020 10:00,581.8,Pokhara,42.2,25.1,50.45,0.0,9.9,475.1,0.0,Clear
1/7/2020 11:00,571.4,Pokhara,46.1,25.1,43.38,0.0,9.9,525.5,0.0,Clear
1/7/2020 12:00,564.1,Pokhara,46.1,23.0,39.77,0.0,9.9,516.0,0.0,Clear
1/7/2020 13:00,550.6,Pokhara,47.0,25.1,41.93,0.0,9.9,430.3,0.0,Clear
1/7/2020 14:00,547.1,Pokhara,47.0,27.0,45.36,0.0,9.9,257.3,0.0,Clear
1/7/2020 15:00,538.7,Pokhara,47.0,28.1,47.58,27.3,9.9,129.0,0.0,Partially cloudy
1/7/2020 16:00,541.5,Pokhara,46.1,28.1,49.22,0.0,9.9,10.0,0.0,Clear
1/7/2020 17:00,561.9,Pokhara,43.1,28.1,55.31,0.0,9.9,10.0,0.0,Clear
1/7/2020 18:00,584.5,Pokhara,38.0,26.1,61.76,0.0,9.9,0.0,0.0,Clear
1/7/2020 19:00,579.8,Pokhara,37.1,26.1,63.98,0.0,9.9,0.0,0.0,Clear
1/7/2020 20:00,579.1,Pokhara,35.1,26.1,69.42,0.0,9.9,0.0,0.0,Clear
1/7/2020 21:00,576.0,Pokhara,33.2,25.1,71.84,0.0,9.9,0.0,0.0,Clear
1/7/2020 22:00,562.3,Pokhara,34.1,27.0,74.97,0.0,9.9,0.0,0.0,Clear
1/7/2020 23:00,523.3,Pokhara,33.2,25.1,71.84,0.0,9.9,0.0,0.0,Clear
1/8/2020 0:00,520.2,Pokhara,32.0,25.1,75.33,0.0,9.9,0.0,0.0,Clear
1/8/2020 1:00,502.1,Pokhara,30.8,25.1,78.94,0.0,9.9,0.0,0.0,Clear
1/8/2020 2:00,498.7,Pokhara,29.9,24.2,78.87,0.0,9.9,0.0,0.0,Clear
1/8/2020 3:00,502.7,Pokhara,36.0,23.0,58.92,0.0,9.9,0.0,0.0,Clear
1/8/2020 4:00,501.4,Pokhara,36.0,21.8,56.11,0.0,9.9,0.0,0.0,Clear
1/8/2020 5:00,513.5,Pokhara,38.0,21.8,51.73,0.0,9.9,0.0,0.0,Clear
1/8/2020 6:00,538.1,Pokhara,37.1,21.8,53.59,0.0,9.9,0.0,0.0,Clear
1/8/2020 7:00,587.8,Pokhara,35.1,21.8,58.14,0.0,9.9,37.0,0.0,Clear
1/8/2020 8:00,591.3,Pokhara,35.1,21.8,58.14,0.0,9.9,182.0,0.0,Clear
1/8/2020 9:00,577.7,Pokhara,37.1,18.0,45.46,0.0,9.9,337.0,0.0,Clear
1/8/2020 10:00,559.2,Pokhara,38.9,17.1,40.75,0.0,9.9,447.0,0.0,Clear
1/8/2020 11:00,558.6,Pokhara,39.8,12.8,32.71,0.0,9.9,503.0,0.0,Clear
1/8/2020 12:00,542.3,Pokhara,43.1,11.0,26.65,0.0,9.9,496.0,0.0,Clear
1/8/2020 13:00,532.2,Pokhara,44.1,9.0,23.4,0.0,9.9,425.0,0.0,Clear
1/8/2020 14:00,529.8,Pokhara,45.0,8.1,21.71,0.0,9.9,311.0,0.0,Clear
1/8/2020 15:00,511.9,Pokhara,46.1,7.1,19.86,0.0,9.9,143.0,0.0,Clear
1/8/2020 16:00,517.5,Pokhara,45.0,10.1,23.81,0.0,9.9,20.0,0.0,Clear
1/8/2020 17:00,516.5,Pokhara,43.1,14.0,30.37,0.0,9.9,20.0,0.0,Clear
1/8/2020 18:00,567.6,Pokhara,38.9,17.1,40.75,0.0,9.9,0.0,0.0,Clear
1/8/2020 19:00,571.5,Pokhara,38.0,19.1,46.12,0.0,9.9,0.0,0.0,Clear
1/8/2020 20:00,573.0,Pokhara,37.1,16.1,41.88,0.0,9.9,0.0,0.0,Clear
1/8/2020 21:00,567.0,Pokhara,37.1,15.2,40.27,0.0,9.9,0.0,0.0,Clear
1/8/2020 22:00,553.0,Pokhara,38.9,15.2,37.53,0.0,9.9,0.0,0.0,Clear
1/8/2020 23:00,529.3,Pokhara,37.1,16.1,41.88,0.0,9.9,0.0,0.0,Clear
1/9/2020 0:00,503.3,Pokhara,38.0,17.1,42.21,0.0,9.9,0.0,0.0,Clear
1/9/2020 1:00,491.0,Pokhara,38.9,23.0,52.44,0.0,9.9,0.0,0.0,Clear
1/9/2020 2:00,484.1,Pokhara,38.9,24.2,55.1,0.0,9.9,0.0,0.0,Clear
1/9/2020 3:00,489.3,Pokhara,38.9,26.1,59.63,0.0,9.9,0.0,0.0,Clear
1/9/2020 4:00,482.0,Pokhara,38.9,26.1,59.63,0.0,9.9,0.0,0.0,Clear
1/9/2020 5:00,495.2,Pokhara,37.1,26.1,63.98,0.0,9.9,0.0,0.0,Clear
1/9/2020 6:00,528.3,Pokhara,38.0,27.0,64.1,0.0,9.9,0.0,0.0,Clear
1/9/2020 7:00,566.1,Pokhara,38.9,27.0,61.88,0.0,9.9,15.0,0.0,Clear
1/9/2020 8:00,574.1,Pokhara,41.0,27.0,57.12,0.0,9.9,121.0,0.0,Clear
1/9/2020 9:00,576.6,Pokhara,45.0,28.1,51.44,0.0,9.9,261.0,0.0,Clear
1/9/2020 10:00,557.6,Pokhara,51.2,28.1,40.77,0.0,9.9,209.0,0.0,Clear
1/9/2020 11:00,559.6,Pokhara,52.1,28.1,39.44,0.0,9.9,183.0,0.0,Clear
1/9/2020 12:00,552.9,Pokhara,54.0,27.0,35.07,0.0,9.9,194.0,0.0,Clear
1/9/2020 13:00,552.8,Pokhara,56.0,26.1,31.35,0.0,9.9,145.0,0.0,Clear
1/9/2020 14:00,545.8,Pokhara,56.9,25.1,29.11,0.0,9.9,99.0,0.0,Clear
1/9/2020 15:00,535.9,Pokhara,56.9,25.1,29.11,0.0,9.9,67.0,0.0,Clear
1/9/2020 16:00,535.8,Pokhara,56.0,26.1,31.35,27.3,9.9,8.0,0.0,Partially cloudy
1/9/2020 17:00,545.4,Pokhara,56.0,26.1,31.35,88.9,9.9,0.0,0.0,Partially cloudy
1/9/2020 18:00,559.9,Pokhara,56.0,26.1,31.35,88.9,9.9,0.0,0.0,Partially cloudy
1/9/2020 19:00,554.6,Pokhara,56.0,26.1,31.35,72.6,9.9,0.0,0.0,Partially cloudy
1/9/2020 20:00,547.4,Pokhara,56.0,28.1,34.13,100.0,9.9,0.0,0.0,Overcast
1/9/2020 21:00,539.8,Pokhara,56.0,32.0,39.93,72.6,9.9,0.0,0.0,Partially cloudy
1/9/2020 22:00,524.2,Pokhara,52.1,38.9,60.76,93.4,9.9,0.0,0.0,Overcast
1/9/2020 23:00,489.3,Pokhara,51.2,38.9,62.81,100.0,9.9,0.0,0.0,"Rain, Overcast"
1/10/2020 0:00,464.2,Pokhara,51.2,39.8,65.05,93.4,3.7,0.0,0.0,"Rain, Overcast"
1/10/2020 1:00,453.1,Pokhara,52.1,41.0,65.83,93.4,9.9,0.0,0.0,"Rain, Overcast"
1/10/2020 2:00,437.8,Pokhara,55.1,42.2,61.59,93.4,9.9,0.0,0.0,Overcast
1/10/2020 3:00,440.3,Pokhara,56.0,44.1,64.11,100.0,9.9,0.0,0.0,Overcast
1/10/2020 4:00,438.1,Pokhara,50.0,47.0,89.51,93.4,9.9,0.0,0.0,"Rain, Overcast"
1/10/2020 5:00,443.1,Pokhara,50.0,47.0,89.51,100.0,5.0,0.0,0.0,"Rain, Overcast"
1/10/2020 6:00,468.4,Pokhara,50.0,47.9,92.59,100.0,3.1,0.0,0.0,"Rain, Overcast"
1/10/2020 7:00,505.3,Pokhara,51.2,48.8,91.67,58.9,3.1,7.0,0.0,"Rain, Partially cloudy"
1/10/2020 8:00,525.7,Pokhara,52.1,48.8,88.68,88.9,6.8,24.0,0.0,"Rain, Partially cloudy"
1/10/2020 9:00,523.4,Pokhara,54.0,50.0,86.37,88.9,5.0,47.0,0.0,"Rain, Partially cloudy"
1/10/2020 10:00,529.8,Pokhara,54.0,51.2,90.23,58.9,5.0,21.0,0.0,"Rain, Partially cloudy"
1/10/2020 11:00,528.0,Pokhara,56.9,52.1,83.77,72.6,3.7,54.0,0.0,"Rain, Partially cloudy"
1/10/2020 12:00,524.7,Pokhara,56.9,53.1,86.9,58.9,3.7,45.0,0.0,"Rain, Partially cloudy"
1/10/2020 13:00,529.1,Pokhara,56.9,54.0,89.81,93.4,6.2,60.0,0.0,"Rain, Overcast"
1/10/2020 14:00,524.3,Pokhara,57.8,55.1,90.71,58.9,9.9,37.0,0.0,"Rain, Partially cloudy"
1/10/2020 15:00,518.1,Pokhara,57.8,54.0,86.95,72.6,9.9,24.0,0.0,"Rain, Partially cloudy"
1/10/2020 16:00,513.5,Pokhara,57.8,54.0,86.95,54.4,9.9,5.0,0.0,"Rain, Partially cloudy"
1/10/2020 17:00,518.1,Pokhara,57.8,54.0,86.95,54.4,9.9,0.0,0.0,Partially cloudy
1/10/2020 18:00,534.1,Pokhara,57.8,54.0,86.95,100.0,9.9,0.0,0.0,"Rain, Overcast"
1/10/2020 19:00,526.2,Pokhara,57.8,54.0,86.95,72.6,6.2,0.0,0.0,"Rain, Partially cloudy"
1/10/2020 20:00,523.1,Pokhara,56.9,53.1,86.9,50.0,9.9,1.0,0.0,Partially cloudy
1/10/2020 21:00,512.0,Pokhara,57.8,53.1,84.13,100.0,9.9,0.0,0.0,Overcast
1/10/2020 22:00,499.4,Pokhara,57.8,53.1,84.13,93.4,9.9,0.0,0.0,Overcast
1/10/2020 23:00,476.3,Pokhara,61.1,55.1,80.8,72.6,9.9,0.0,0.0,Partially cloudy
1/11/2020 0:00,459.2,Pokhara,62.1,55.1,78.0,100.0,9.9,0.0,0.0,Overcast
1/11/2020 1:00,438.3,Pokhara,63.0,55.1,75.57,100.0,9.9,0.0,0.0,Overcast
1/11/2020 2:00,427.5,Pokhara,62.1,55.1,78.0,100.0,9.9,0.0,0.0,Overcast
1/11/2020 3:00,415.6,Pokhara,63.0,56.0,78.08,100.0,9.9,0.0,0.0,Overcast
1/11/2020 4:00,411.9,Pokhara,64.1,56.9,77.44,100.0,9.9,0.0,0.0,Overcast
1/11/2020 5:00,409.1,Pokhara,62.1,57.8,86.0,100.0,9.9,0.0,0.0,"Rain, Overcast"
1/11/2020 6:00,412.0,Pokhara,61.1,57.8,89.09,100.0,3.1,0.0,0.0,"Rain, Overcast"
1/11/2020 7:00,414.9,Pokhara,60.2,57.8,91.98,58.9,1.2,10.0,0.0,"Rain, Partially cloudy"
1/11/2020 8:00,440.4,Pokhara,56.0,53.1,89.77,93.4,1.9,4.0,0.0,"Rain, Overcast"
1/11/2020 9:00,447.2,Pokhara,56.0,53.1,89.77,58.9,6.2,15.0,0.0,"Rain, Partially cloudy"
1/11/2020 10:00,462.6,Pokhara,55.1,53.1,92.75,100.0,8.7,33.0,0.0,"Rain, Overcast"
1/11/2020 11:00,464.7,Pokhara,56.0,54.0,92.78,93.4,5.0,16.0,0.0,"Rain, Overcast"
