Name,datetime,Temperature,feelslike,dewpoint,humidity,precipitation,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddirection,sealevelpressure,cloudcover,visibility,solarradiation,uvindex,severerisk,conditions,,,,,
Pokhara,1/3/2020 7:00,48.8,48.8,47.9,96.69,0,0,,0,0,,0,0,1008.2,72.6,7.2,4.2,0,,Partially cloudy,,,,,
Pokhara,1/3/2020 8:00,50,49.4,47.9,92.59,0,0,,0,0,,3.4,320,1008.9,100,3.1,20,0,,Overcast,,,,,
Pokhara,1/3/2020 9:00,50,50,47.9,92.59,0,0,,0,0,,0,0,1009.7,93.4,9.9,23,0,,Overcast,,,,,
Pokhara,1/3/2020 10:00,50,48.4,47,89.51,0,0,,0,0,,4.7,10,1009.5,93.4,9.9,32,0,,Overcast,,,,,
Pokhara,1/3/2020 11:00,50,49.4,47.9,92.59,0.025,100,rain,0,0,,3.4,350,1009,93.4,1.9,87,1,,"Rain, Overcast",,,,,
Pokhara,1/3/2020 12:00,50,49.4,47.9,92.59,0.026,100,rain,0,0,,3.4,360,1008,100,3.7,84,1,,"Rain, Overcast",,,,,
Pokhara,1/3/2020 13:00,51.2,51.2,47.9,88.63,0.005,100,rain,0,0,,4.7,10,1007,93.4,5,37,0,,"Rain, Overcast",,,,,
Pokhara,1/3/2020 14:00,50,47.2,47,89.51,0.006,100,rain,0,0,,6.9,320,1007.6,100,1.9,36,0,,"Rain, Overcast",,,,,
Pokhara,1/3/2020 15:00,50,47.8,47,89.51,0.02,100,rain,0,0,,5.8,340,1008.2,100,5,26,0,,"Rain, Overcast",,,,,
Pokhara,1/3/2020 16:00,48.8,47,46.1,90.35,0.031,100,rain,0,0,,4.7,330,1009.1,93.4,5,3.9,0,,"Rain, Overcast",,,,,
Pokhara,1/3/2020 17:00,47.9,45.3,45,89.42,0.02,100,rain,0,0,,5.8,300,1009.9,100,3.1,0,0,,"Rain, Overcast",,,,,
Pokhara,1/3/2020 18:00,47,44.2,44.1,89.38,0,0,,0,0,,5.8,300,1010,100,6.2,0,0,,Overcast,,,,,
Pokhara,1/3/2020 19:00,44.1,38.6,42.2,92.98,0,0,,0,0,,10.3,300,1011,100,0.6,0,0,,Overcast,,,,,
Pokhara,1/3/2020 20:00,42.2,37.2,39.8,91.35,0,0,,0,0,,8.1,320,1011.5,100,1.2,0,0,,Overcast,,,,,
Pokhara,1/3/2020 21:00,42.2,39.2,38.9,88.2,0,0,,0,0,,4.7,290,1012,100,6.8,0,0,,Overcast,,,,,
Pokhara,1/3/2020 22:00,41,35.8,38,89.11,0,0,,0,0,,8.1,300,1012.7,100,3.7,0,0,,Overcast,,,,,
Pokhara,1/3/2020 23:00,41,37.9,37.1,86.01,0,0,,0,0,,4.7,310,1013.1,100,5,0,0,,Overcast,,,,,
Pokhara,1/4/2020 0:00,39.8,34.4,36,85.95,0,0,,0,0,,8.1,310,1013.1,100,8.7,0,0,,Overcast,,,,,
Pokhara,1/4/2020 1:00,38.9,32.7,35.1,85.89,0,0,,0,0,,9.2,290,1013.1,72.6,8.1,0,0,,Partially cloudy,,,,,
Pokhara,1/4/2020 2:00,38,33.5,33.2,82.48,0,0,,0,0,,5.8,290,1013.7,68.1,8.7,0,0,,Partially cloudy,,,,,
Pokhara,1/4/2020 3:00,37.1,33.4,32,81.49,0,0,,0,0,,4.7,280,1014.2,100,8.7,0,0,,Overcast,,,,,
Pokhara,1/4/2020 4:00,38,35.7,32,78.66,0,0,,0,0,,3.4,280,1014.4,100,8.7,0,0,,Overcast,,,,,
Pokhara,1/4/2020 5:00,38,35.7,33.2,82.48,0,0,,0,0,,3.4,240,1014.1,100,8.7,0,0,,Overcast,,,,,
Pokhara,1/4/2020 6:00,38,35.7,33.2,82.48,0,0,,0,0,,3.4,270,1014.3,100,8.7,0,0,,Overcast,,,,,
Pokhara,1/4/2020 7:00,38,34.4,33.2,82.48,0,0,,0,0,,4.7,280,1014.9,93.4,8.7,38.3,0,,Overcast,,,,,
Pokhara,1/4/2020 8:00,38,33.5,33.2,82.48,0,0,,0,0,,5.8,270,1015.7,88.9,5,30,0,,Partially cloudy,,,,,
Pokhara,1/4/2020 9:00,38,32.2,34.1,85.5,0,0,,0,0,,8.1,270,1016.6,72.6,6.2,48,0,,Partially cloudy,,,,,
Pokhara,1/4/2020 10:00,38,31.1,33.2,82.48,0,0,,0,0,,10.3,290,1017.5,100,6.8,80,1,,Overcast,,,,,
Pokhara,1/4/2020 11:00,36,29.1,32,85.32,0.012,100,rain,0,0,18.3,9.2,290,1017.9,93.4,6.2,238,2,,"Rain, Overcast",,,,,
Pokhara,1/4/2020 12:00,38.9,33.3,34.1,82.54,0.012,100,rain,0,0,18.3,8.1,290,1017.8,93.4,8.7,252,3,,"Rain, Overcast",,,,,
Pokhara,1/4/2020 13:00,38.9,30.8,29.9,69.86,0,0,,0,0,19.7,13.9,300,1018,93.4,9.9,109,1,,Overcast,,,,,
Pokhara,1/4/2020 14:00,38.9,33.3,28.1,64.91,0,0,,0,0,27.9,8.1,300,1018.8,93.4,9.9,22,0,,Overcast,,,,,
Pokhara,1/4/2020 15:00,38,29.7,29.9,72.37,0,0,,0,0,24.2,13.9,290,1019.9,93.4,9.9,26,0,,Overcast,,,,,
Pokhara,1/4/2020 16:00,37.1,31.1,32,81.49,0,0,,0,0,20.8,8.1,300,1021,72.6,9.9,12.2,0,,Partially cloudy,,,,,
Pokhara,1/4/2020 17:00,37.1,30.5,30.8,77.76,0,0,,0,0,,9.2,290,1022.3,93.4,9.9,0,0,,Overcast,,,,,
Pokhara,1/4/2020 18:00,37.1,31.1,29.9,74.97,0,0,,0,0,,8.1,280,1023.2,100,9.9,0,0,,Overcast,,,,,
Pokhara,1/4/2020 19:00,37.1,31.1,30.8,77.76,0,0,,0,0,,8.1,260,1023.8,100,9.9,0,0,,Overcast,,,,,
Pokhara,1/4/2020 20:00,37.1,31.7,29.9,74.97,0,0,,0,0,,6.9,260,1024.3,100,9.9,0,0,,Overcast,,,,,
Pokhara,1/4/2020 21:00,37.1,31.7,29.9,74.97,0,0,,0,0,,6.9,270,1024.7,88.9,9.9,0,0,,Partially cloudy,,,,,
Pokhara,1/4/2020 22:00,34.1,28.8,28.1,78.64,0,0,,0,0,,5.8,320,1024.9,0,9.9,0,0,,Clear,,,,,
Pokhara,1/4/2020 23:00,33.2,33.2,27,77.72,0,0,,0,0,,0,0,1024.9,0,9.9,0,0,,Clear,,,,,
Pokhara,1/5/2020 0:00,29.9,26.5,26.1,85.35,0,0,,0,0,,3.4,260,1025.2,0,8.7,0,0,,Clear,,,,,
Pokhara,1/5/2020 1:00,29,29,26.1,88.53,0,0,,0,0,,0,0,1025.3,0,6.8,0,0,,Clear,,,,,
Pokhara,1/5/2020 2:00,28.1,28.1,25.1,88.13,0,0,,0,0,,0,0,1025.2,0,5,0,0,,Clear,,,,,
Pokhara,1/5/2020 3:00,28.1,28.1,25.1,88.13,0,0,,0,0,,0,0,1025.1,0,6.8,0,0,,Clear,,,,,
Pokhara,1/5/2020 4:00,28.1,24.4,25.1,88.13,0,0,,0,0,,3.4,250,1025.2,0,6.8,0,0,,Clear,,,,,
Pokhara,1/5/2020 5:00,29,25.5,26.1,88.53,0,0,,0,0,,3.4,220,1025.5,0,8.7,0,0,,Clear,,,,,
Pokhara,1/5/2020 6:00,28.1,28.1,25.1,88.13,0,0,,0,0,,0,0,1025.2,0,8.1,0,0,,Clear,,,,,
Pokhara,1/5/2020 7:00,29.9,26.5,26.1,85.35,0,0,,0,0,,3.4,190,1025.2,0,8.7,33,0,,Clear,,,,,
Pokhara,1/5/2020 8:00,32,25.5,28.1,85.47,0,0,,0,0,,6.9,180,1025,0,8.7,181,2,,Clear,,,,,
Pokhara,1/5/2020 9:00,36,30.3,29.9,78.49,0,0,,0,0,,6.9,200,1025.1,0,9.9,332,3,,Clear,,,,,
Pokhara,1/5/2020 10:00,39.8,34.4,30.8,69.97,0,0,,0,0,,8.1,200,1024.4,0,9.9,445,4,,Clear,,,,,
Pokhara,1/5/2020 11:00,44.1,36.2,29.9,57.29,0,0,,0,0,25.3,18.3,200,1022.5,0,9.9,499,5,,Clear,,,,,
Pokhara,1/5/2020 12:00,47,40.3,30.8,53.12,0,0,,0,0,29.3,17.2,200,1020.4,0,9.9,492,5,,Clear,,,,,
Pokhara,1/5/2020 13:00,48.8,41.9,30.8,49.65,0,0,,0,0,32.2,20.8,210,1019,0,9.9,420,4,,Clear,,,,,
Pokhara,1/5/2020 14:00,51.2,51.2,30.8,45.51,0,0,,0,0,29.8,16.1,200,1017.3,0,9.9,305,3,,Clear,,,,,
Pokhara,1/5/2020 15:00,53.1,53.1,33.2,46.64,0,0,,0,0,29.8,17.2,230,1017.6,0,9.9,139,1,,Clear,,,,,
Pokhara,1/5/2020 16:00,52.1,52.1,33.2,48.38,0,0,,0,0,28.6,18.3,240,1018.7,0,9.9,16,0,,Clear,,,,,
Pokhara,1/5/2020 17:00,47.9,44.7,34.1,58.49,0,0,,0,0,,6.9,250,1019.1,0,9.9,16,0,,Clear,,,,,
Pokhara,1/5/2020 18:00,46.1,42,32,57.59,0,0,,0,0,,8.1,260,1020.2,0,9.9,0,0,,Clear,,,,,
Pokhara,1/5/2020 19:00,44.1,40.7,30.8,59.43,0,0,,0,0,,5.8,260,1021.1,0,9.9,0,0,,Clear,,,,,
Pokhara,1/5/2020 20:00,42.2,40.4,30.8,63.91,0,0,,0,0,,3.4,230,1020.9,0,9.9,0,0,,Clear,,,,,
Pokhara,1/5/2020 21:00,41,36.4,29.9,64.48,0,0,,0,0,,6.9,250,1021.5,0,9.9,0,0,,Clear,,,,,
Pokhara,1/5/2020 22:00,45,40.1,29,53.37,0,0,,0,0,,9.2,310,1022,0,9.9,0,0,,Clear,,,,,
Pokhara,1/5/2020 23:00,42.2,38.5,29,59.4,0,0,,0,0,,5.8,310,1022.3,0,9.9,0,0,,Clear,,,,,
Pokhara,1/6/2020 0:00,39.8,36.5,28.1,62.67,0,0,,0,0,,4.7,280,1022.2,0,9.9,0,0,,Clear,,,,,
Pokhara,1/6/2020 1:00,38,34.4,28.1,67.24,0,0,,0,0,,4.7,280,1022.4,0,9.9,0,0,,Clear,,,,,
Pokhara,1/6/2020 2:00,38.9,31.7,26.1,59.63,0,0,,0,0,,11.4,310,1022.9,0,9.9,0,0,,Clear,,,,,
Pokhara,1/6/2020 3:00,37.1,32.5,25.1,61.39,0,0,,0,0,,5.8,320,1023.6,0,9.9,0,0,,Clear,,,,,
Pokhara,1/6/2020 4:00,33.2,30.2,24.2,69.2,0,0,,0,0,,3.4,270,1023.4,0,9.9,0,0,,Clear,,,,,
Pokhara,1/6/2020 5:00,30.8,30.8,24.2,76.04,0,0,,0,0,,0,0,1024,0,9.9,0,0,,Clear,,,,,
Pokhara,1/6/2020 6:00,29,29,23,77.87,0,0,,0,0,,0,0,1024.5,0,9.9,0,0,,Clear,,,,,
Pokhara,1/6/2020 7:00,28.1,24.4,23,80.79,0,0,,0,0,,3.4,10,1024.7,0,9.9,43,0,,Clear,,,,,
Pokhara,1/6/2020 8:00,30.8,27.5,26.1,82.28,0,0,,0,0,,3.4,30,1025.3,0,9.9,138,1,,Clear,,,,,
Pokhara,1/6/2020 9:00,36,32,27,69.52,0,0,,0,0,,4.7,30,1025.8,0,9.9,342,3,,Clear,,,,,
Pokhara,1/6/2020 10:00,38.9,35.5,27,61.88,0,0,,0,0,,4.7,30,1025.7,0,9.9,459,5,,Clear,,,,,
Pokhara,1/6/2020 11:00,39.8,37.8,27,59.75,0,0,,0,0,,3.4,83.3,1025.1,0,9.9,513,5,,Clear,,,,,
Pokhara,1/6/2020 12:00,43.1,40.3,27,52.73,0,0,,0,0,,4.7,90.5,1023.7,0,9.9,510,5,,Clear,,,,,
Pokhara,1/6/2020 13:00,46.1,43.9,25.1,43.38,0,0,,0,0,,4.7,93.4,1022.2,0,9.9,439,4,,Clear,,,,,
Pokhara,1/6/2020 14:00,47.9,44.7,21.8,35.39,0,0,,0,0,,6.9,92.7,1021.5,0,9.9,319,3,,Clear,,,,,
Pokhara,1/6/2020 15:00,47.9,45.3,21.8,35.39,0,0,,0,0,,5.8,130,1021.2,0,9.9,146,1,,Clear,,,,,
Pokhara,1/6/2020 16:00,47,46,21.8,36.61,0,0,,0,0,,3.4,120,1021.3,0,9.9,146,1,,Clear,,,,,
Pokhara,1/6/2020 17:00,44.1,44.1,23,43.01,0,0,,0,0,,0,0,1021,0,9.9,0,0,,Clear,,,,,
Pokhara,1/6/2020 18:00,36,31.1,25.1,64.27,0,0,,0,0,,5.8,360,1020.9,0,9.9,0,0,,Clear,,,,,
Pokhara,1/6/2020 19:00,35.1,35.1,24.2,64.15,0,0,,0,0,,0,0,1021.1,0,9.9,0,0,,Clear,,,,,
Pokhara,1/6/2020 20:00,34.1,28.8,27,74.97,0,0,,0,0,,5.8,30,1020.5,0,9.9,0,0,,Clear,,,,,
Pokhara,1/6/2020 21:00,38.9,33.3,24.2,55.1,0,0,,0,0,,8.1,30,1019.9,100,9.9,0,0,,Overcast,,,,,
Pokhara,1/6/2020 22:00,38,34.4,25.1,59.25,0,0,,0,0,,4.7,30,1019,100,9.9,0,0,,Overcast,,,,,
Pokhara,1/6/2020 23:00,37.1,32.5,25.1,61.39,0,0,,0,0,,5.8,10,1018.2,88.9,9.9,0,0,,Partially cloudy,,,,,
Pokhara,1/7/2020 0:00,36,36,25.1,64.27,0,0,,0,0,,0,0,1017.2,88.9,9.9,0,0,,Partially cloudy,,,,,
Pokhara,1/7/2020 1:00,33.2,33.2,24.2,69.2,0,0,,0,0,,0,0,1016.3,0,9.9,0,0,,Clear,,,,,
Pokhara,1/7/2020 2:00,30.8,30.8,23,72.38,0,0,,0,0,,0,0,1016.8,27.3,9.9,0,0,,Partially cloudy,,,,,
Pokhara,1/7/2020 3:00,29.9,29.9,24.2,78.87,0,0,,0,0,,0,0,1016.9,88.9,9.9,0,0,,Partially cloudy,,,,,
Pokhara,1/7/2020 4:00,30.8,30.8,25.1,78.94,0,0,,0,0,,0,0,1016.6,0,9.9,0,0,,Clear,,,,,
Pokhara,1/7/2020 5:00,29,25.5,23,77.87,0,0,,0,0,,3.4,240,1016.9,0,9.9,0,0,,Clear,,,,,
Pokhara,1/7/2020 6:00,26.1,22.1,21.8,83.76,0,0,,0,0,,3.4,250,1017.2,0,9.9,0,0,,Clear,,,,,
Pokhara,1/7/2020 7:00,27,23.1,21.8,80.7,0,0,,0,0,,3.4,220,1017.8,0,9.9,55.6,0,,Clear,,,,,
Pokhara,1/7/2020 8:00,29,22.8,24.2,81.81,0,0,,0,0,,5.8,250,1018.7,0,9.9,214.2,2,,Clear,,,,,
Pokhara,1/7/2020 9:00,35.1,29.2,25.1,66.6,0,0,,0,0,,6.9,250,1019.9,0,9.9,368.9,4,,Clear,,,,,
Pokhara,1/7/2020 10:00,42.2,36.2,25.1,50.45,0,0,,0,0,,10.3,270,1020.2,0,9.9,475.1,5,,Clear,,,,,
Pokhara,1/7/2020 11:00,46.1,42.6,25.1,43.38,0,0,,0,0,,6.9,290,1020,0,9.9,525.5,5,,Clear,,,,,
Pokhara,1/7/2020 12:00,46.1,40,23,39.77,0,0,,0,0,23,13.9,280,1019.9,0,9.9,516,5,,Clear,,,,,
Pokhara,1/7/2020 13:00,47,42.3,25.1,41.93,0,0,,0,0,21.9,10.3,290,1019.7,0,9.9,430.3,4,,Clear,,,,,
Pokhara,1/7/2020 14:00,47,41.1,27,45.36,0,0,,0,0,25.3,13.9,280,1020.3,0,9.9,257.3,3,,Clear,,,,,
Pokhara,1/7/2020 15:00,47,40.8,28.1,47.58,0,0,,0,0,,15,260,1021.3,27.3,9.9,129,1,,Partially cloudy,,,,,
Pokhara,1/7/2020 16:00,46.1,40,28.1,49.22,0,0,,0,0,21.9,13.9,270,1022.4,0,9.9,10,0,,Clear,,,,,
Pokhara,1/7/2020 17:00,43.1,37.8,28.1,55.31,0,0,,0,0,,9.2,260,1022.8,0,9.9,10,0,,Clear,,,,,
Pokhara,1/7/2020 18:00,38,35.7,26.1,61.76,0,0,,0,0,,3.4,260,1023.3,0,9.9,0,0,,Clear,,,,,
Pokhara,1/7/2020 19:00,37.1,33.4,26.1,63.98,0,0,,0,0,,4.7,230,1022.9,0,9.9,0,0,,Clear,,,,,
Pokhara,1/7/2020 20:00,35.1,32.3,26.1,69.42,0,0,,0,0,,3.4,250,1023.4,0,9.9,0,0,,Clear,,,,,
Pokhara,1/7/2020 21:00,33.2,28.7,25.1,71.84,0,0,,0,0,,4.7,250,1023.7,0,9.9,0,0,,Clear,,,,,
Pokhara,1/7/2020 22:00,34.1,28.8,27,74.97,0,0,,0,0,,5.8,250,1023.2,0,9.9,0,0,,Clear,,,,,
Pokhara,1/7/2020 23:00,33.2,27.8,25.1,71.84,0,0,,0,0,,5.8,230,1023.3,0,9.9,0,0,,Clear,,,,,
Pokhara,1/8/2020 0:00,32,27.3,25.1,75.33,0,0,,0,0,,4.7,240,1023,0,9.9,0,0,,Clear,,,,,
Pokhara,1/8/2020 1:00,30.8,25,25.1,78.94,0,0,,0,0,,5.8,240,1023,0,9.9,0,0,,Clear,,,,,
Pokhara,1/8/2020 2:00,29.9,22.3,24.2,78.87,0,0,,0,0,,8.1,220,1023.4,0,9.9,0,0,,Clear,,,,,
Pokhara,1/8/2020 3:00,36,30.3,23,58.92,0,0,,0,0,,6.9,250,1024.2,0,9.9,0,0,,Clear,,,,,
Pokhara,1/8/2020 4:00,36,30.3,21.8,56.11,0,0,,0,0,,6.9,260,1024.8,0,9.9,0,0,,Clear,,,,,
Pokhara,1/8/2020 5:00,38,33.5,21.8,51.73,0,0,,0,0,,5.8,280,1025.9,0,9.9,0,0,,Clear,,,,,
Pokhara,1/8/2020 6:00,37.1,31.1,21.8,53.59,0,0,,0,0,,8.1,300,1027.3,0,9.9,0,0,,Clear,,,,,
Pokhara,1/8/2020 7:00,35.1,29.2,21.8,58.14,0,0,,0,0,,6.9,330,1028.3,0,9.9,37,0,,Clear,,,,,
Pokhara,1/8/2020 8:00,35.1,30.9,21.8,58.14,0,0,,0,0,,4.7,360,1029.2,0,9.9,182,2,,Clear,,,,,
Pokhara,1/8/2020 9:00,37.1,32.5,18,45.46,0,0,,0,0,,5.8,360,1030.5,0,9.9,337,3,,Clear,,,,,
Pokhara,1/8/2020 10:00,38.9,33.9,17.1,40.75,0,0,,0,0,,6.9,340,1031.3,0,9.9,447,4,,Clear,,,,,
Pokhara,1/8/2020 11:00,39.8,39.8,12.8,32.71,0,0,,0,0,,0,0,1031,0,9.9,503,5,,Clear,,,,,
Pokhara,1/8/2020 12:00,43.1,39.5,11,26.65,0,0,,0,0,,5.8,360,1030.2,0,9.9,496,5,,Clear,,,,,
Pokhara,1/8/2020 13:00,44.1,44.1,9,23.4,0,0,,0,0,,0,0,1029.8,0,9.9,425,4,,Clear,,,,,
Pokhara,1/8/2020 14:00,45,45,8.1,21.71,0,0,,0,0,,0,0,1029.4,0,9.9,311,3,,Clear,,,,,
Pokhara,1/8/2020 15:00,46.1,46.1,7.1,19.86,0,0,,0,0,,0,0,1029.3,0,9.9,143,1,,Clear,,,,,
